店舗名,住所,電話番号,HP,詳細URL
上田温酒場（うえだオンシュジョウ）,大阪府 大阪市福島区 大開 2-11-4,06-6462-3489,,https://tabelog.com/osaka/A2701/A270108/27015411/
鳥貴族 野田阪神店,大阪府 大阪市福島区 大開 1-15-32 阪神レジャービル1番館 1F,06-6461-7404,http://www.torikizoku.co.jp/shops/detail/315,https://tabelog.com/osaka/A2701/A270108/27068374/
大阪王将 野田店（オオサカオウショウ）,大阪府 大阪市福島区 野田 3-6-18,06-6464-1238,https://www.osaka-ohsho.com/store/detail.php?area=osaka&id=noda,https://tabelog.com/osaka/A2701/A270108/27027466/
居酒屋 赤とんぼ（あかとんぼ）,大阪府 大阪市福島区 鷺洲 2-6-21,06-6458-8116,,https://tabelog.com/osaka/A2701/A270108/27008589/
餃子の王将 野田阪神店,大阪府 大阪市福島区 吉野 2-14-11,06-6447-1017,http://www.ohsho.co.jp/,https://tabelog.com/osaka/A2701/A270108/27054464/
クロワッサン工房 CREER,大阪府 大阪市福島区 野田 2-2-20,06-6147-2777,,https://tabelog.com/osaka/A2701/A270108/27147546/
創作和匠 なかしま,大阪府 大阪市福島区 福島 2-8-1,06-6147-6327,,https://tabelog.com/osaka/A2701/A270108/27076556/
ケニーロウ（kenny.row）,大阪府 大阪市福島区 福島 3-13-12,06-6346-1566,http://kennyrow.skr.jp/,https://tabelog.com/osaka/A2701/A270108/27061057/
福島 るぼわ（【旧店名】福島 宮もと）,大阪府 大阪市福島区 福島 2-9-18,080-2890-4391,https://www.miyamoto-france.com/,https://tabelog.com/osaka/A2701/A270108/27085045/
スシロー 福島ラグザ阪神店,大阪府 大阪市福島区 福島 5-6-16 ラグザ大阪 B1F,06-6442-3008,https://www.akindo-sushiro.co.jp/shop/detail.php?id=2573,https://tabelog.com/osaka/A2701/A270108/27129820/
ウララカベーカリー,大阪府 大阪市福島区 大開 1-10-10,06-6464-5559,http://urarakabakery.jugem.jp/,https://tabelog.com/osaka/A2701/A270108/27126553/
メルシー（Mealthy）,大阪府 大阪市福島区 福島 6-8-21 アイミーハウス 1F,06-7710-2990,https://www.mealthy-hukushima.com/,https://tabelog.com/osaka/A2701/A270108/27120489/
インド料理 ソニ（【旧店名】インド・ネパール料理 マナカマナ）,大阪府 大阪市福島区 吉野 2-15-8,,,https://tabelog.com/osaka/A2701/A270108/27101896/
吉鳥 野田阪神店,大阪府 大阪市福島区 海老江 5丁目1-8,06-6457-4636,http://www.kicchou.com,https://tabelog.com/osaka/A2701/A270108/27013467/
メリッサ,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル 1F,050-5868-9959,http://www.rihga.co.jp/osaka/melissa/index.html,https://tabelog.com/osaka/A2701/A270108/27007267/
ペガサス餃子,大阪府 大阪市福島区 福島 7-12-2 堀内福島第二ビル B1F,06-4400-3706,,https://tabelog.com/osaka/A2701/A270108/27123885/
バーガーキング  そよら海老江店（BURGER KING）,大阪府 大阪市福島区 海老江 1-5-52 そよら海老江店 1F,06-6743-4723,https://www.burgerking.co.jp/#/home,https://tabelog.com/osaka/A2701/A270108/27130434/
海鮮居酒屋 大和水産 福島店,大阪府 大阪市福島区 福島 5-13-18 福島ビル 1F,06-6458-8581,,https://tabelog.com/osaka/A2701/A270108/27090775/
八百屋とごはん ふかぼり,大阪府 大阪市北区 大淀南 2-1-1,06-6346-3380,https://sasaya-company.jp/,https://tabelog.com/osaka/A2701/A270108/27116240/
蕎麦 鴨 酒 みかど 野田店,大阪府 大阪市福島区 吉野 3-1-12 ビエラ野田 1F,06-6468-4000,https://www.aimania.co.jp/Restaurant/Kamo.html,https://tabelog.com/osaka/A2701/A270108/27110807/
Cafe AMADEUS STORY（【旧店名】ダルマイヤーカフェアンドショップ）,大阪府 大阪市北区 中之島 3-6-32 ダイビル本館 1F,050-5570-5158,http://www.dallmayr-jp.com,https://tabelog.com/osaka/A2701/A270108/27073953/
珈琲と定食 MoRiSaN（もりさん）,大阪府 大阪市福島区 福島 1-6-18 サンライズビル 2F,,,https://tabelog.com/osaka/A2701/A270108/27085682/
カモメ,大阪府 大阪市福島区 福島 5-12-17,06-6451-1778,,https://tabelog.com/osaka/A2701/A270108/27011887/
東横INN  大阪JR野田駅前（イン）,大阪府 大阪市福島区 吉野 2-2-2,06-6444-1045,http://www.toyoko-inn.com/hotel/00200/index.html,https://tabelog.com/osaka/A2701/A270108/27045289/
やまが,大阪府 大阪市福島区 大開 1-20-12,06-6463-9845,,https://tabelog.com/osaka/A2701/A270108/27031332/
いづも,大阪府 大阪市福島区 福島 5-12-18,06-6459-7527,,https://tabelog.com/osaka/A2701/A270108/27141552/
立ち呑み だん暖,大阪府 大阪市福島区 鷺洲 2-14-22,080-1781-3422,,https://tabelog.com/osaka/A2701/A270108/27134888/
フジヤマドラゴン 大阪福島店,大阪府 大阪市福島区 福島 6-11-13,06-6343-8708,http://www.fujiyamadragon.com/index.html#,https://tabelog.com/osaka/A2701/A270108/27058867/
bee（ビー）,大阪府 大阪市北区 梅田 2-5-13 桜橋第一ビル 7F,06-6450-8393,http://okujyo-bee.com,https://tabelog.com/osaka/A2701/A270108/27058081/
and 福島店（アンド）,大阪府 大阪市福島区 福島 2-7-25,,https://www.and-croissant.com/,https://tabelog.com/osaka/A2701/A270108/27141393/
天ぷらとお出汁 渉（WATARU）,大阪府 大阪市福島区 吉野 2-13-7,090-2283-0675,,https://tabelog.com/osaka/A2701/A270108/27138610/
串ぼうず（クシボウズ）,大阪府 大阪市福島区 福島 5-9-15,06-6451-8898,,https://tabelog.com/osaka/A2701/A270108/27013778/
レストラン　いずみ,大阪府 大阪市北区 中之島 5-3-20,06-6447-3095,,https://tabelog.com/osaka/A2701/A270108/27041078/
囃屋 野田店（ハヤシヤ）,大阪府 大阪市福島区 野田 3-6-17,06-6468-8843,,https://tabelog.com/osaka/A2701/A270108/27014080/
Noël Bread（ノエル ブレッド）,大阪府 大阪市福島区 大開 1-15-20,,,https://tabelog.com/osaka/A2701/A270108/27139823/
ラ カッレッタ（La Calletta）,大阪府 大阪市福島区 福島 3-11-22,06-6453-2088,http://www.lacalletta.jp/,https://tabelog.com/osaka/A2701/A270108/27050941/
遊食樂酒 かた野,大阪府 大阪市福島区 福島 2-3-13 グレイス古民家 1F,080-9756-0852,,https://tabelog.com/osaka/A2701/A270108/27122395/
都そば 福島店（みやこそば）,大阪府 大阪市福島区 福島 5-12-22,,,https://tabelog.com/osaka/A2701/A270108/27027751/
旬の魚と四季の日本酒 福島鈴庵,大阪府 大阪市福島区 福島 2-10-12,06-4797-8039,,https://tabelog.com/osaka/A2701/A270108/27115538/
炭味旬菜 収穫（みのり）,大阪府 大阪市福島区 福島 5-8-11,06-4797-9795,,https://tabelog.com/osaka/A2701/A270108/27034691/
sugar（シュガー）,大阪府 大阪市福島区 鷺洲 1-11-3,06-6136-7062,,https://tabelog.com/osaka/A2701/A270108/27128368/
囲路裏,大阪府 大阪市福島区 福島 5-11-16,06-6455-3737,,https://tabelog.com/osaka/A2701/A270108/27020241/
多幸屋,大阪府 大阪市福島区 福島 2-10-23,06-6136-3108,,https://tabelog.com/osaka/A2701/A270108/27061535/
隠れた家の和食  季節の音 心,大阪府 大阪市福島区 福島 1-5-3,06-6131-5572,http://kokoro-21-1009.com,https://tabelog.com/osaka/A2701/A270108/27046016/
blossom（ブロッサム）,大阪府 大阪市福島区 福島 3-6-6 ファーストリバー 1F,,https://blossom-deliandcoffee.com/,https://tabelog.com/osaka/A2701/A270108/27145451/
ホットポット（HOTPOT）,大阪府 大阪市福島区 福島 5-15-2 グランビルド永井　１Ｆ,090-8162-2034,http://hotpot.yokochou.com/index.html,https://tabelog.com/osaka/A2701/A270108/27051682/
丸市寿司,大阪府 大阪市福島区 福島 5丁目8番12号,06-6453-1451,http://maruichizusi.com/index.htm,https://tabelog.com/osaka/A2701/A270108/27011577/
珈琲とジロー（珈琲とJiro）,大阪府 大阪市福島区 鷺洲 2-8-1,06-6455-6673,,https://tabelog.com/osaka/A2701/A270108/27077322/
街かど屋 福島店,大阪府 大阪市福島区 福島 5-13-18 福島ビル1Ｆ,06-6455-6241,http://www.meshiya.co.jp/machikadoya/,https://tabelog.com/osaka/A2701/A270108/27015715/
ザ シンフォニー カフェ（The Symphony Cafe）,大阪府 大阪市北区 大淀南 2-3-3 ザ・シンフォニーホール 2F,06-6453-1010,http://www.symphonyhall.jp/hallguide/pdf/halltopics.pdf,https://tabelog.com/osaka/A2701/A270108/27079500/
中華そば 無限,大阪府 大阪市福島区 海老江 5-5-10,,,https://tabelog.com/osaka/A2701/A270108/27053626/
ラ・ルッチョラ（La Lucciola）,大阪府 大阪市福島区 福島 5-7-3,06-6458-0199,http://lucciola.net/,https://tabelog.com/osaka/A2701/A270108/27113735/
吉野家 福島駅前店,大阪府 大阪市福島区 福島 5-14-12,06-6136-8960,http://www.yoshinoya.com/index.html,https://tabelog.com/osaka/A2701/A270108/27047946/
グランジュテ（grand jete）,大阪府 大阪市福島区 野田 1-1-86 大阪市中央卸売市場 関連棟 3F,06-6468-5524,,https://tabelog.com/osaka/A2701/A270108/27075098/
バリバール（Bali bar）,大阪府 大阪市福島区 福島 7-11-51 2F,06-6454-0222,https://balibarfukushima.foodre.jp/,https://tabelog.com/osaka/A2701/A270108/27077908/
澤田（SAWADA）,大阪府 大阪市福島区 福島 4-2-50,090-4576-7699,,https://tabelog.com/osaka/A2701/A270108/27137065/
Raffa by speranza,大阪府 大阪市福島区 鷺州1-2-7 シティーハイツ鷺州 1F,06-6225-7540,,https://tabelog.com/osaka/A2701/A270108/27120516/
立呑 ぽっぽ亭（ぽっぽてい）,大阪府 大阪市福島区 福島 2-9-22,06-4796-2325,,https://tabelog.com/osaka/A2701/A270108/27014207/
餃子の王様 龍吟（りゅうぎん）,大阪府 大阪市福島区 海老江 1-1-23 ウイステ 4F,,,https://tabelog.com/osaka/A2701/A270108/27145288/
焼鳥すづ恵,大阪府 大阪市福島区 福島 7-17-21,06-6458-6010,,https://tabelog.com/osaka/A2701/A270108/27147967/
YAKITORI PLANET（ヤキトリ プラネット）,大阪府 大阪市福島区 鷺洲 2-6-20,,,https://tabelog.com/osaka/A2701/A270108/27124544/
あぐー豚しゃぶしゃぶ専門店 とり央 別邸,大阪府 大阪市福島区 福島 2-8-5,090-3810-5473,,https://tabelog.com/osaka/A2701/A270108/27137353/
マルイチ,大阪府 大阪市福島区 鷺洲 2-12-4,06-6451-2021,http://cwoweb2.bai.ne.jp/maruichi/,https://tabelog.com/osaka/A2701/A270108/27020527/
PERCHE COFFEE ROASTERS（ペルシェ コーヒー ロースターズ）,大阪府 大阪市福島区 玉川 4-6-23,,,https://tabelog.com/osaka/A2701/A270108/27144085/
焼肉 海鮮焼き ホルモン 庵屋,大阪府 大阪市北区 中之島 4-2-28,06-6449-1888,,https://tabelog.com/osaka/A2701/A270108/27127596/
あがっぽ,大阪府 大阪市福島区 福島 7-12-2 堀内福島第二ビル B-101,06-6455-7676,,https://tabelog.com/osaka/A2701/A270108/27008259/
芥川珈琲焙煎所（AKUTAGAWA COFFEE ROASTER）,大阪府 大阪市福島区 海老江 3-1-17,,https://www.akutagawacoffeeroasters.com/,https://tabelog.com/osaka/A2701/A270108/27134692/
となりの焼肉屋のお好み焼屋 銀河商店,大阪府 大阪市福島区 福島 7-11-51 ふくろうじ商店街 48号,070-1254-9053,https://gingashoten.com/,https://tabelog.com/osaka/A2701/A270108/27128532/
551蓬莱 福島店（ゴーゴーイチホウライ）,大阪府 大阪市福島区 福島 3-6-10,06-6453-5516,https://www.551horai.co.jp/,https://tabelog.com/osaka/A2701/A270108/27011142/
マチェレリーアディタケウチ（MACELLERIA di TAKEUCHI）,大阪府 大阪市福島区 福島 5-8-17 １Ｆ,06-6455-2977,https://www.takeuchi-italia.jp/macelleria_di_takeuchi,https://tabelog.com/osaka/A2701/A270108/27071115/
赤禿酒店,大阪府 大阪市福島区 吉野 3-8-21,06-6461-0579,,https://tabelog.com/osaka/A2701/A270108/27054407/
なか卯 ＪＲ野田店,大阪府 大阪市福島区 吉野 2-2-6,,http://www.nakau.co.jp/,https://tabelog.com/osaka/A2701/A270108/27036694/
タコスとメキシコビーフ aprecio（アプレシオ）,大阪府 大阪市福島区 福島 5-12-18,06-6136-3363,,https://tabelog.com/osaka/A2701/A270108/27134272/
六源,大阪府 大阪市福島区 福島 7-7-13,06-6455-7769,http://rokugen.com,https://tabelog.com/osaka/A2701/A270108/27021876/
アオラニカフェ（AolaniCafe）,大阪府 大阪市福島区 海老江 6-2-8,06-6451-1751,,https://tabelog.com/osaka/A2701/A270108/27062689/
炉炭,大阪府 大阪市福島区 吉野 2-8-33 野田新橋筋商店街,090-1827-0666,,https://tabelog.com/osaka/A2701/A270108/27143367/
cafe sugar 海老江店,大阪府 大阪市福島区 海老江 5-3-10 西本ビル 1F,,,https://tabelog.com/osaka/A2701/A270108/27140839/
カフェ（CAFE）,大阪府 大阪市福島区 福島 5-6-50,090-6980-1934,,https://tabelog.com/osaka/A2701/A270108/27054312/
なにわ料理 ごとく,大阪府 大阪市福島区 福島 6-20-19,06-6485-8727,,https://tabelog.com/osaka/A2701/A270108/27112939/
幸乃道（ユキノミチ）,大阪府 大阪市福島区 福島 6-20-19 コーポ盛乃,06-6452-5255,,https://tabelog.com/osaka/A2701/A270108/27016743/
鮨処 敏（トシ）,大阪府 大阪市福島区 福島 7-7-8,06-6455-6644,,https://tabelog.com/osaka/A2701/A270108/27103777/
赤垣屋 野田阪神店（あかがきや）,大阪府 大阪市福島区 海老江 1-1-11,06-6453-8084,http://www.akagakiya.com/,https://tabelog.com/osaka/A2701/A270108/27003184/
ホテル阪神,大阪府 大阪市福島区 福島 5-6-16 ホテル阪神,06-6344-1661,http://www.hankyu-hotel.com/cgi-bin2/cms2/index.cgi?hid=46hanshin,https://tabelog.com/osaka/A2701/A270108/27041975/
大月,大阪府 大阪市福島区 福島 1-2-4 YATARYUビル 1F,090-5867-5678,,https://tabelog.com/osaka/A2701/A270108/27131170/
にんにくらーめん 天洋 野田店（てんよう）,大阪府 大阪市福島区 吉野 4-9-13,06-6462-7115,http://www.tenyou.jp/,https://tabelog.com/osaka/A2701/A270108/27012765/
もち吉 大阪福島店,大阪府 大阪市福島区 海老江 7-2-43 あさひビル1F,06-6454-9340,http://www.mochikichi.co.jp/index.php,https://tabelog.com/osaka/A2701/A270108/27020325/
丸亀製麺 野田阪神店,大阪府 大阪市福島区 海老江 1-1-17 野田アプラ 1F,06-6346-5036,http://www.toridoll.com/shop/search/store?id=111283,https://tabelog.com/osaka/A2701/A270108/27116438/
OOLUTO Kitchen Bar（オールト キッチン バー）,大阪府 大阪市福島区 福島 7-5-13,06-6458-6637,http://www.ooluto.com/,https://tabelog.com/osaka/A2701/A270108/27007706/
人見酒店,大阪府 大阪市福島区 海老江 3-6-19,06-6451-6523,,https://tabelog.com/osaka/A2701/A270108/27077216/
つる家 リーガロイヤルホテル店,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル B1F,06-6449-1670,http://www.osaka-tsuruya.jp/,https://tabelog.com/osaka/A2701/A270108/27004460/
穂の華,大阪府 大阪市福島区 海老江 7-9-19,06-6455-8739,,https://tabelog.com/osaka/A2701/A270108/27008188/
風月 野田店,大阪府 大阪市福島区 吉野 2-1-24,06-6441-3594,,https://tabelog.com/osaka/A2701/A270108/27036984/
いきなりステーキ 大阪福島店,大阪府 大阪市福島区 福島 5-9-8,06-6486-9129,https://ikinaristeak.com/shopinfo/osakafukusima/,https://tabelog.com/osaka/A2701/A270108/27110829/
居酒屋 浄正（じょうしょう）,大阪府 大阪市福島区 福島 5-11-7,06-6455-7688,,https://tabelog.com/osaka/A2701/A270108/27006414/
玉一総本店（タマイチソウホンテン）,大阪府 大阪市福島区 福島 8-19-4,06-6453-1988,,https://tabelog.com/osaka/A2701/A270108/27019030/
21時にアイス 福島店,大阪府 大阪市福島区 福島 1-6-20,,,https://tabelog.com/osaka/A2701/A270108/27131583/
パン工場 野田阪神店,大阪府 大阪市福島区 海老江 1-1-23 野田阪神ウイステ 1F,06-6452-3461,http://www.aeon.jp/jusco/nodahanshin/,https://tabelog.com/osaka/A2701/A270108/27045466/
モクシー 大阪新梅田（Moxy）,大阪府 大阪市福島区 福島 7-22-1,06-6743-4971,,https://tabelog.com/osaka/A2701/A270108/27124901/
ANGUS 福島店（アンガス）,大阪府 大阪市福島区 大開 3-1-18,06-6464-1515,,https://tabelog.com/osaka/A2701/A270108/27053403/
堂島雪花菜（どうじまきらず）,大阪府 大阪市北区 堂島 3-2-8,06-6450-0203,,https://tabelog.com/osaka/A2701/A270108/27003849/
路地裏アバンギャルド,大阪府 大阪市福島区 福島 5-6-3,06-6147-7840,,https://tabelog.com/osaka/A2701/A270108/27104280/
AiNA ORGANIC KITCHEN  福島店（アイナ オーガニック キッチン）,大阪府 大阪市福島区 福島 5-2-30 ファーストキャビン西梅田 1F,080-5555-2940,https://aina-organickitchen.com/,https://tabelog.com/osaka/A2701/A270108/27132168/
北京飯店,大阪府 大阪市福島区 大開 1丁目2-9,06-6461-3505,,https://tabelog.com/osaka/A2701/A270108/27042568/
La Strada（ラ ストラーダ）,大阪府 大阪市福島区 鷺州2-9-23 藤野ビル 1F,06-7223-3910,,https://tabelog.com/osaka/A2701/A270108/27132853/
大西亭,大阪府 大阪市福島区 鷺洲 1-9-18,06-6451-0740,http://www.onishitei.com/,https://tabelog.com/osaka/A2701/A270108/27059822/
スパイスカレーニューヤンティカ（【旧店名】スパイスカレー ヤンティカ）,大阪府 大阪市北区 大淀中 4-15-12,,,https://tabelog.com/osaka/A2701/A270108/27104300/
鮨笑 ねはち,大阪府 大阪市福島区 福島 4-1‐70 ミモレ堂島 1F,090-3278-1109,,https://tabelog.com/osaka/A2701/A270108/27108925/
EL ALMA（エル アルマ）,大阪府 大阪市福島区 福島 8-19-12,06-6476-8780,http://www.elalma-fukushima.com/,https://tabelog.com/osaka/A2701/A270108/27121584/
花くじら 歩店（はなくじら）,大阪府 大阪市福島区 福島 2-7-4,06-6452-5547,http://hanakujira.com/,https://tabelog.com/osaka/A2701/A270108/27001229/
